#./overdamped_3d --dev=1 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.666666666667 --comp=0 --mean=20.0 --second=3.14 --skew=0.99 --distribution=s>> remake_rys1_s_3.14_a:-1:3:300:1_20.0_0.99_30.0.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
4.786289e+00 2.003341e+01 1.001802e+00 6.711589e+05 4.172151e+01 -1.453507e-02 1.592636e-04
4.935513e+00 2.003642e+01 9.996439e-01 6.718289e+05 3.903243e+01 -1.797742e-02 1.485348e-04
5.089388e+00 2.003841e+01 9.946016e-01 6.660805e+05 6.836787e+01 -7.865548e-03 1.494884e-04
5.248061e+00 2.004048e+01 9.984502e-01 6.683808e+05 3.300237e+01 -2.017850e-02 1.505613e-04
5.411681e+00 2.004342e+01 9.994975e-01 6.798712e+05 4.726265e+01 -1.422179e-02 1.400709e-04
5.580403e+00 2.004516e+01 9.973796e-01 6.775933e+05 5.932277e+01 -1.438463e-02 1.448393e-04
5.754384e+00 2.004803e+01 1.002995e+00 6.740969e+05 4.172151e+01 -2.705926e-02 1.471043e-04
5.933790e+00 2.005153e+01 1.000984e+00 6.679949e+05 4.612183e+01 -9.589911e-03 1.556873e-04
6.118789e+00 2.005398e+01 9.980801e-01 6.710414e+05 5.215189e+01 -1.665246e-02 1.397133e-04
6.309556e+00 2.005714e+01 9.997731e-01 6.665154e+05 4.938132e+01 -6.989539e-03 1.571178e-04
6.506271e+00 2.006021e+01 9.937210e-01 6.646293e+05 5.125553e+01 -3.040612e-03 1.398325e-04
6.709118e+00 2.006507e+01 1.004228e+00 6.745373e+05 6.021914e+01 -9.628057e-03 1.435280e-04
6.918290e+00 2.006702e+01 9.940088e-01 6.683130e+05 5.190743e+01 -1.390171e-02 1.519918e-04
7.133984e+00 2.007193e+01 9.902737e-01 6.646484e+05 5.101107e+01 -1.485801e-02 1.467466e-04
7.356401e+00 2.007564e+01 9.953708e-01 6.676399e+05 4.408464e+01 -2.043992e-02 1.471043e-04
7.585754e+00 2.008052e+01 9.957829e-01 6.736344e+05 5.451502e+01 -1.162994e-02 1.446009e-04
7.822257e+00 2.008428e+01 1.002472e+00 6.763976e+05 6.339714e+01 -1.940763e-02 1.502037e-04
8.066133e+00 2.008848e+01 9.989634e-01 6.742022e+05 5.907831e+01 -2.370661e-02 1.547337e-04
8.317613e+00 2.009389e+01 1.005042e+00 6.776557e+05 6.926423e+01 -2.127445e-02 1.490116e-04
8.576933e+00 2.009840e+01 1.004429e+00 6.755621e+05 5.133702e+01 -2.245599e-02 1.376867e-04
8.844338e+00 2.010417e+01 9.971565e-01 6.731061e+05 6.893828e+01 -1.485699e-02 1.447201e-04
9.120080e+00 2.010906e+01 9.974589e-01 6.701451e+05 6.787894e+01 -2.749491e-02 1.401901e-04
9.404419e+00 2.011463e+01 9.974791e-01 6.727329e+05 5.101107e+01 -2.622020e-02 1.262426e-04
9.697623e+00 2.011929e+01 1.014866e+00 6.781792e+05 4.897388e+01 -2.339733e-02 1.507998e-04
9.999969e+00 2.012622e+01 1.009495e+00 6.764225e+05 3.772863e+01 -1.813197e-02 1.460314e-04
1.031174e+01 2.013194e+01 9.977888e-01 6.766309e+05 5.712262e+01 -3.094274e-02 1.362562e-04
1.063323e+01 2.013839e+01 1.007279e+00 6.734387e+05 4.612183e+01 -1.052588e-02 1.538992e-04
1.096475e+01 2.014619e+01 1.002942e+00 6.749691e+05 5.092958e+01 -2.891392e-02 1.437664e-04
1.130660e+01 2.015204e+01 1.002926e+00 6.746907e+05 3.952135e+01 -3.105354e-02 1.443624e-04
1.165911e+01 2.015840e+01 1.006606e+00 6.758752e+05 6.339714e+01 -2.406418e-02 1.384020e-04
1.202261e+01 2.016556e+01 1.004227e+00 6.760596e+05 5.973021e+01 -3.122580e-02 1.327991e-04
1.239744e+01 2.017341e+01 1.011455e+00 6.785095e+05 5.907831e+01 -1.947689e-02 1.461506e-04
1.278396e+01 2.018118e+01 1.010596e+00 6.831418e+05 6.494540e+01 -3.077644e-02 1.420975e-04
1.318252e+01 2.018881e+01 1.002478e+00 6.736862e+05 3.919540e+01 -3.194261e-02 1.436472e-04
1.359352e+01 2.019604e+01 1.008643e+00 6.814412e+05 4.473654e+01 -3.321379e-02 1.418591e-04
1.401733e+01 2.020496e+01 1.002443e+00 6.738469e+05 5.312974e+01 -4.090953e-02 1.491308e-04
1.445435e+01 2.021227e+01 1.007279e+00 6.765200e+05 5.386312e+01 -3.162426e-02 1.374483e-04
1.490500e+01 2.021960e+01 1.003773e+00 6.749409e+05 7.056802e+01 -3.788513e-02 1.145601e-04
1.536969e+01 2.022845e+01 1.008478e+00 6.797256e+05 5.174445e+01 -3.228354e-02 1.358986e-04
1.584888e+01 2.023583e+01 1.003744e+00 6.790174e+05 6.551581e+01 -3.624630e-02 1.426935e-04
1.634300e+01 2.024502e+01 1.007655e+00 6.848764e+05 5.166297e+01 -3.694075e-02 1.467466e-04
1.685253e+01 2.025210e+01 1.005200e+00 6.825062e+05 5.695964e+01 -4.000401e-02 1.490116e-04
1.737795e+01 2.026080e+01 1.002715e+00 6.821394e+05 5.247784e+01 -3.069961e-02 1.378059e-04
1.791974e+01 2.026935e+01 1.004330e+00 6.820022e+05 4.620332e+01 -3.338426e-02 1.331568e-04
1.847843e+01 2.027573e+01 1.006759e+00 6.833636e+05 5.109256e+01 -3.876013e-02 1.453161e-04
1.905454e+01 2.028453e+01 9.976878e-01 6.771374e+05 8.050948e+01 -1.990551e-02 1.435280e-04
1.964861e+01 2.029312e+01 1.006132e+00 6.825455e+05 4.090664e+01 -3.692621e-02 1.378059e-04
2.026120e+01 2.030035e+01 9.976035e-01 6.790056e+05 6.600474e+01 -3.349888e-02 1.397133e-04
2.089288e+01 2.030756e+01 1.002702e+00 6.805136e+05 3.748417e+01 -3.272939e-02 1.422167e-04
2.154427e+01 2.031452e+01 9.883783e-01 6.697972e+05 4.652926e+01 -2.436990e-02 1.609325e-04
2.221596e+01 2.032141e+01 9.998015e-01 6.821560e+05 5.109256e+01 -3.811038e-02 1.453161e-04
2.290859e+01 2.032709e+01 9.980167e-01 6.807832e+05 5.655220e+01 -4.196590e-02 1.556873e-04
2.362282e+01 2.033342e+01 1.004723e+00 6.869498e+05 6.331565e+01 -3.374439e-02 1.332760e-04
2.435931e+01 2.033936e+01 1.009159e+00 6.861324e+05 3.976582e+01 -4.005903e-02 1.417398e-04
2.511877e+01 2.034682e+01 1.005132e+00 6.893982e+05 4.204746e+01 -4.317260e-02 1.525879e-04
2.590190e+01 2.035113e+01 1.001552e+00 6.823801e+05 7.586470e+01 -5.236572e-02 1.437664e-04
