#./munderdamped_3d --dev=2 --amp=15.0 --omega=4.0 --force=0.1 --mass=1.0 --Dg=0.001 --block=1024 --paths=65536 --periods=2000 --trans=1000 --samples=200 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=g:0.85:1.0:300:0 --domainy=a:15.0:15.0:1:0 --domainz=w:4.0:4.0:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/f0.1-D0.001-m_0.85_1.0-a15.0-w4.0.dat
#./munderdamped_3d --dev=1 --amp=15.0 --omega=4.0 --force=0.1 --mass=1.0 --Dg=0.001 --block=1024 --paths=65536 --periods=2000 --trans=1000 --samples=200 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=g:1.0:1.0:1:0 --domainy=a:15.0:15.0:1:0 --domainz=w:4.0:4.0:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/f0.1-D0.001-m1.0-a15.0-w4.0.dat
#g a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
9.095028e-01 1.500000e+01 4.000000e+00 1.354893e-01 8.398619e+00 1.009859e+00 5.053257e+03 8.040930e-01 -5.228400e-03 3.276348e-03
9.100028e-01 1.500000e+01 4.000000e+00 1.364352e-01 8.396982e+00 1.007118e+00 5.008375e+03 7.971250e-01 9.739399e-03 3.314257e-03
9.105029e-01 1.500000e+01 4.000000e+00 1.373680e-01 8.395508e+00 1.002536e+00 4.917868e+03 7.825996e-01 -9.287715e-03 3.337264e-03
9.110029e-01 1.500000e+01 4.000000e+00 1.374303e-01 8.394765e+00 9.930845e-01 4.848171e+03 7.717597e-01 -6.282926e-04 3.365159e-03
9.115029e-01 1.500000e+01 4.000000e+00 1.371696e-01 8.393666e+00 9.975554e-01 4.859778e+03 7.730628e-01 7.459521e-03 3.433466e-03
9.120029e-01 1.500000e+01 4.000000e+00 1.363357e-01 8.391972e+00 9.991400e-01 4.827903e+03 7.686015e-01 4.692912e-03 3.446937e-03
9.125029e-01 1.500000e+01 4.000000e+00 1.354408e-01 8.391253e+00 1.015246e+00 4.839241e+03 7.703422e-01 2.203584e-03 3.529668e-03
9.130030e-01 1.500000e+01 4.000000e+00 1.338385e-01 8.389817e+00 1.010095e+00 4.753644e+03 7.568116e-01 6.342888e-03 3.571391e-03
9.135030e-01 1.500000e+01 4.000000e+00 1.323104e-01 8.388237e+00 9.940420e-01 4.779992e+03 7.605517e-01 3.823161e-03 3.636241e-03
9.140030e-01 1.500000e+01 4.000000e+00 1.302001e-01 8.387148e+00 9.930776e-01 4.715520e+03 7.510670e-01 4.434705e-03 3.666878e-03
9.145030e-01 1.500000e+01 4.000000e+00 1.278916e-01 8.385110e+00 9.913191e-01 4.700332e+03 7.480083e-01 3.775954e-03 3.666997e-03
9.150031e-01 1.500000e+01 4.000000e+00 1.260101e-01 8.383222e+00 1.000571e+00 4.766181e+03 7.586518e-01 -1.166165e-03 3.711224e-03
9.155031e-01 1.500000e+01 4.000000e+00 1.235309e-01 8.380722e+00 9.813921e-01 4.704160e+03 7.485330e-01 -1.518250e-03 3.780842e-03
9.160031e-01 1.500000e+01 4.000000e+00 1.217514e-01 8.378822e+00 1.004596e+00 4.710144e+03 7.498336e-01 3.174186e-03 3.749132e-03
9.165031e-01 1.500000e+01 4.000000e+00 1.196107e-01 8.377336e+00 9.774766e-01 4.631864e+03 7.374021e-01 1.544356e-03 3.743887e-03
9.170032e-01 1.500000e+01 4.000000e+00 1.182894e-01 8.374726e+00 9.913256e-01 4.614140e+03 7.347139e-01 -4.796505e-03 3.750205e-03
9.175032e-01 1.500000e+01 4.000000e+00 1.171540e-01 8.372954e+00 1.004748e+00 4.586813e+03 7.301581e-01 3.231645e-03 3.698587e-03
9.180032e-01 1.500000e+01 4.000000e+00 1.161757e-01 8.371122e+00 9.929519e-01 4.606417e+03 7.331572e-01 -2.516925e-03 3.699422e-03
9.185032e-01 1.500000e+01 4.000000e+00 1.154791e-01 8.369888e+00 9.837563e-01 4.495084e+03 7.159063e-01 4.738092e-03 3.651381e-03
9.190032e-01 1.500000e+01 4.000000e+00 1.149067e-01 8.368504e+00 1.009348e+00 4.482452e+03 7.134381e-01 1.511967e-02 3.611326e-03
