#./munderdamped_3d_gle --dev=0 --amp=12.2 --omega=5.775 --force=0.1 --mass=0.907 --Dg=0.0001 --tau=0.02 --block=1024 --paths=65536 --periods=20000 --trans=18000 --samples=1000 --spp=1000 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=f:0:0.1:100:0 --domainy=a:12.2:12.2:1:0 --domainz=w:5.775:5.775:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> data/faw-D0.0001-m0.907-a12.2-w5.775-t0.02-f_0.0_0.1-spp1000.dat
#f a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
8.299999e-02 1.220000e+01 5.775000e+00 8.111286e-01 5.211783e+00 7.152715e-01 2.013083e+07 4.629404e+02 1.111871e+00 8.460283e-04
8.399999e-02 1.220000e+01 5.775000e+00 8.123717e-01 5.214204e+00 7.322278e-01 1.741159e+07 4.004686e+02 1.146807e+00 8.215904e-04
8.499999e-02 1.220000e+01 5.775000e+00 8.158802e-01 5.216210e+00 7.649246e-01 1.508332e+07 3.470302e+02 1.082023e+00 8.182526e-04
8.600000e-02 1.220000e+01 5.775000e+00 8.161054e-01 5.217043e+00 7.826809e-01 1.344554e+07 3.093588e+02 1.123538e+00 8.172989e-04
8.700000e-02 1.220000e+01 5.775000e+00 8.213469e-01 5.218771e+00 7.713634e-01 1.176165e+07 2.705999e+02 1.008872e+00 8.019209e-04
8.800000e-02 1.220000e+01 5.775000e+00 8.243691e-01 5.219760e+00 7.439579e-01 1.036314e+07 2.384491e+02 9.321568e-01 7.812977e-04
8.900000e-02 1.220000e+01 5.775000e+00 8.237192e-01 5.219963e+00 7.800449e-01 9.219323e+06 2.121424e+02 8.709387e-01 7.462502e-04
9.000000e-02 1.220000e+01 5.775000e+00 8.268155e-01 5.221290e+00 7.519179e-01 8.204274e+06 1.888593e+02 8.753324e-01 7.367134e-04
9.100001e-02 1.220000e+01 5.775000e+00 8.293806e-01 5.222672e+00 8.037658e-01 7.213008e+06 1.661320e+02 8.842303e-01 7.264614e-04
9.200001e-02 1.220000e+01 5.775000e+00 8.283971e-01 5.223657e+00 8.344009e-01 6.463850e+06 1.488886e+02 7.866012e-01 7.127523e-04
9.300001e-02 1.220000e+01 5.775000e+00 8.312153e-01 5.226377e+00 8.012319e-01 5.803995e+06 1.336613e+02 8.033024e-01 7.154942e-04
9.400001e-02 1.220000e+01 5.775000e+00 8.333718e-01 5.228768e+00 7.878672e-01 5.253672e+06 1.209407e+02 7.952207e-01 7.309914e-04
9.500001e-02 1.220000e+01 5.775000e+00 8.349168e-01 5.230297e+00 8.432753e-01 4.610106e+06 1.060958e+02 7.025017e-01 7.271767e-04
9.600002e-02 1.220000e+01 5.775000e+00 8.353757e-01 5.231382e+00 8.140627e-01 4.317570e+06 9.940097e+01 7.596172e-01 6.988049e-04
9.700002e-02 1.220000e+01 5.775000e+00 8.379429e-01 5.233181e+00 8.672407e-01 3.814854e+06 8.778844e+01 7.052118e-01 7.055998e-04
9.800002e-02 1.220000e+01 5.775000e+00 8.386022e-01 5.235238e+00 8.548792e-01 3.481725e+06 8.006048e+01 7.055920e-01 6.972551e-04
9.900002e-02 1.220000e+01 5.775000e+00 8.373954e-01 5.236600e+00 8.829036e-01 3.138940e+06 7.214134e+01 6.337284e-01 6.867647e-04

