#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:1.95:3.05:100:1 --domainy=s:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> symmetric_var_lam_l:1.95:3.05:100:1_s:-1.05:0.05:100:1_40_-0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
4.742366e+02 9.141134e-02 -6.318845e-01 1.003859e+00 8.367191e+04 6.657053e+00 -2.715129e-02 7.638931e-04
4.864016e+02 9.141134e-02 -6.448096e-01 9.475334e-01 7.951523e+04 6.339221e+00 -3.591448e-02 8.000135e-04
4.988787e+02 9.141134e-02 -6.593009e-01 1.003613e+00 9.639269e+04 7.673018e+00 6.508780e-02 7.286072e-04
5.116758e+02 9.141134e-02 -6.716356e-01 9.777023e-01 1.015347e+05 8.075044e+00 -1.877761e-02 6.693602e-04
5.248011e+02 9.141134e-02 -6.823438e-01 1.063442e+00 1.249955e+05 9.947820e+00 -6.485087e-02 7.265806e-04
5.382632e+02 9.141134e-02 -6.905404e-01 1.004293e+00 1.175817e+05 9.354331e+00 -3.074765e-03 6.814003e-04
5.520706e+02 9.141134e-02 -6.933193e-01 9.549500e-01 1.147551e+05 9.131992e+00 1.037610e-02 6.551743e-04
5.662322e+02 9.141134e-02 -7.015025e-01 9.367827e-01 1.187861e+05 9.458260e+00 8.068705e-02 6.235838e-04
5.807570e+02 9.141134e-02 -7.119697e-01 9.574577e-01 1.347721e+05 1.073389e+01 1.693618e-02 6.330013e-04
5.956544e+02 9.141134e-02 -7.155411e-01 1.034183e+00 1.590257e+05 1.265234e+01 -1.642901e-02 5.835295e-04
6.109340e+02 9.141134e-02 -7.152761e-01 1.030380e+00 1.619520e+05 1.288311e+01 1.608161e-01 6.521940e-04
6.266055e+02 9.141134e-02 -7.186889e-01 9.228535e-01 1.464711e+05 1.166049e+01 8.578074e-02 6.047487e-04
6.426790e+02 9.141134e-02 -7.156017e-01 1.008023e+00 1.873845e+05 1.491250e+01 4.846263e-02 5.567074e-04
6.591649e+02 9.141134e-02 -7.106103e-01 1.026434e+00 2.019411e+05 1.607369e+01 -6.246269e-02 6.263256e-04
6.760735e+02 9.141134e-02 -7.059853e-01 1.046942e+00 2.261877e+05 1.800902e+01 -1.877093e-02 5.729198e-04
